"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
23.07.2020 00:00:00,  992.74,   16.29,  290.04,    7.86,   57.32,   18.55,   10.63,    7.92,    6.69,   10.71, 1189.99,    1.41,    2.21,  345.60,    0.00,    0.00,    0.00,    0.00,    0.00,   24.66,  408.70
23.07.2020 00:10:00,  992.70,   16.30,  290.06,    7.86,   57.30,   18.56,   10.64,    7.93,    6.69,   10.71, 1189.90,    1.48,    2.26,    2.58,    0.00,    0.00,    0.00,    0.00,    0.00,   24.56,  411.10
23.07.2020 00:20:00,  992.75,   15.74,  289.49,    8.04,   60.11,   17.91,   10.77,    7.14,    6.77,   10.84, 1192.21,    0.62,    1.16,   10.52,    0.00,    0.00,    0.00,    0.00,    0.00,   24.46,  413.90
23.07.2020 00:30:00,  992.66,   15.95,  289.71,    7.85,   58.57,   18.15,   10.63,    7.52,    6.69,   10.71, 1191.29,    1.37,    1.77,  340.30,    0.00,    0.00,    0.00,    0.00,    0.00,   24.38,  408.90
23.07.2020 00:40:00,  992.59,   15.91,  289.68,    7.97,   59.18,   18.11,   10.71,    7.39,    6.74,   10.79, 1191.34,    0.74,    1.25,   11.36,    0.00,    0.00,    0.00,    0.00,    0.00,   24.31,  411.10
23.07.2020 00:50:00,  992.59,   15.15,  288.91,    8.09,   62.64,   17.24,   10.80,    6.44,    6.80,   10.88, 1194.44,    0.30,    0.65,  349.50,    0.00,    0.00,    0.00,    0.00,    0.00,   24.25,  413.50
23.07.2020 01:00:00,  992.57,   14.95,  288.71,    7.98,   63.01,   17.02,   10.73,    6.30,    6.75,   10.81, 1195.28,    0.58,    1.19,  220.00,    0.00,    0.00,    0.00,    0.00,    0.00,   24.20,  411.60
23.07.2020 01:10:00,  992.53,   15.14,  288.91,    7.91,   61.95,   17.23,   10.68,    6.56,    6.72,   10.76, 1194.47,    0.76,    1.18,  280.10,    0.00,    0.00,    0.00,    0.00,    0.00,   24.13,  410.60
23.07.2020 01:20:00,  992.47,   15.30,  289.07,    8.16,   62.36,   17.41,   10.86,    6.55,    6.83,   10.94, 1193.65,    0.50,    1.00,   44.19,    0.00,    0.00,    0.00,    0.00,    0.00,   24.05,  416.20
23.07.2020 01:30:00,  992.38,   14.71,  288.49,    8.24,   65.10,   16.76,   10.91,    5.85,    6.87,   11.00, 1195.95,    0.49,    1.10,   73.93,    0.00,    0.00,    0.00,    0.00,    0.00,   23.97,  420.00
23.07.2020 01:40:00,  992.32,   14.19,  287.97,    8.42,   68.19,   16.21,   11.05,    5.16,    6.96,   11.14, 1197.99,    0.67,    0.96,   40.05,    0.00,    0.00,    0.00,    0.00,    0.00,   23.89,  426.40
23.07.2020 01:50:00,  992.25,   14.03,  287.82,    8.45,   69.04,   16.04,   11.07,    4.97,    6.97,   11.16, 1198.55,    0.52,    0.92,   99.70,    0.00,    0.00,    0.00,    0.00,    0.00,   23.80,  426.60
23.07.2020 02:00:00,  992.36,   13.85,  287.63,    8.54,   70.28,   15.85,   11.14,    4.71,    7.01,   11.23, 1199.41,    0.60,    1.22,   44.55,    0.00,    0.00,    0.00,    0.00,    0.00,   23.70,  428.10
23.07.2020 02:10:00,  992.41,   14.06,  287.84,    8.12,   67.36,   16.07,   10.83,    5.25,    6.81,   10.91, 1198.74,    0.94,    2.21,  341.40,    0.00,    0.00,    0.00,    0.00,    0.00,   23.61,  417.70
23.07.2020 02:20:00,  992.37,   14.39,  288.17,    8.16,   66.10,   16.42,   10.85,    5.57,    6.83,   10.94, 1197.31,    1.01,    2.57,  100.80,    0.00,    0.00,    0.00,    0.00,    0.00,   23.50,  418.30
23.07.2020 02:30:00,  992.32,   14.33,  288.11,    7.89,   65.15,   16.35,   10.66,    5.70,    6.71,   10.74, 1197.59,    1.14,    2.18,  355.60,    0.00,    0.00,    0.00,    0.00,    0.00,   23.42,  413.90
23.07.2020 02:40:00,  992.32,   14.34,  288.12,    7.87,   65.05,   16.37,   10.65,    5.72,    6.70,   10.73, 1197.54,    0.68,    1.90,  293.70,    0.00,    0.00,    0.00,    0.00,    0.00,   23.35,  414.10
23.07.2020 02:50:00,  992.31,   14.13,  287.92,    8.02,   66.59,   16.14,   10.75,    5.39,    6.77,   10.83, 1198.36,    0.74,    1.36,   22.97,    0.00,    0.00,    0.00,    0.00,    0.00,   23.28,  417.30
23.07.2020 03:00:00,  992.33,   13.93,  287.71,    8.13,   67.99,   15.94,   10.83,    5.10,    6.82,   10.92, 1199.19,    0.78,    1.36,   49.48,    0.00,    0.00,    0.00,    0.00,    0.00,   23.20,  421.30
23.07.2020 03:10:00,  992.29,   13.92,  287.71,    8.09,   67.83,   15.93,   10.80,    5.12,    6.80,   10.89, 1199.19,    0.27,    0.76,   38.47,    0.00,    0.00,    0.00,    0.00,    0.00,   23.10,  420.30
23.07.2020 03:20:00,  992.25,   13.78,  287.57,    7.90,   67.60,   15.78,   10.67,    5.11,    6.71,   10.75, 1199.79,    0.53,    0.98,  279.80,    0.00,    0.00,    0.00,    0.00,    0.00,   23.00,  417.00
23.07.2020 03:30:00,  992.17,   14.00,  287.80,    7.71,   65.75,   16.01,   10.53,    5.48,    6.63,   10.61, 1198.84,    0.96,    1.39,   13.53,    0.00,    0.00,    0.00,    0.00,    0.00,   22.93,  414.90
23.07.2020 03:40:00,  992.10,   14.17,  287.97,    7.66,   64.84,   16.19,   10.50,    5.69,    6.61,   10.58, 1198.06,    1.34,    1.72,  357.10,    0.00,    0.00,    0.00,    0.00,    0.00,   22.87,  414.80
23.07.2020 03:50:00,  992.03,   14.19,  288.00,    7.62,   64.58,   16.21,   10.47,    5.74,    6.59,   10.55, 1197.90,    1.16,    1.58,  352.40,    0.00,    0.00,    0.00,    0.00,    0.00,   22.81,  415.30
23.07.2020 04:00:00,  991.98,   14.12,  287.93,    7.59,   64.73,   16.13,   10.44,    5.69,    6.57,   10.53, 1198.15,    0.69,    1.15,  347.10,    0.00,    0.00,    0.00,    0.00,    0.00,   22.76,  416.20
23.07.2020 04:10:00,  991.98,   14.09,  287.90,    7.63,   65.02,   16.10,   10.47,    5.63,    6.59,   10.55, 1198.26,    0.75,    1.36,  348.50,    0.00,    0.00,    0.00,    0.00,    0.00,   22.74,  417.60
23.07.2020 04:20:00,  991.93,   14.06,  287.88,    7.61,   65.08,   16.07,   10.46,    5.61,    6.58,   10.54, 1198.33,    0.67,    1.30,  319.10,    0.00,    0.00,    0.00,    1.78,    2.84,   22.76,  418.30
23.07.2020 04:30:00,  991.89,   13.96,  287.78,    7.64,   65.64,   15.97,   10.48,    5.49,    6.60,   10.57, 1198.69,    0.44,    0.77,  299.90,    0.00,    0.00,    0.35,    4.57,    6.49,   22.80,  419.20
23.07.2020 04:40:00,  991.90,   13.86,  287.68,    7.67,   66.16,   15.86,   10.50,    5.37,    6.61,   10.58, 1199.11,    0.59,    1.16,  325.10,    0.00,    0.00,    1.93,    8.86,   11.55,   22.85,  419.70
23.07.2020 04:50:00,  991.94,   13.79,  287.60,    8.08,   68.35,   15.79,   10.79,    5.00,    6.80,   10.88, 1199.31,    0.44,    0.79,  139.30,    0.00,    0.00,    4.87,   14.97,   18.37,   22.91,  426.80
23.07.2020 05:00:00,  991.94,   13.59,  287.40,    8.46,   71.06,   15.59,   11.08,    4.51,    6.97,   11.17, 1200.02,    0.38,    0.62,  134.10,    0.00,    0.00,    8.82,   23.20,   28.90,   22.98,  435.50
23.07.2020 05:10:00,  992.05,   13.36,  287.16,    8.37,   71.73,   15.36,   11.01,    4.34,    6.93,   11.10, 1201.15,    0.41,    0.71,  133.00,    0.00,    0.00,   15.69,   36.61,   44.08,   23.04,  435.90
23.07.2020 05:20:00,  992.11,   13.16,  286.96,    8.42,   72.91,   15.16,   11.05,    4.11,    6.96,   11.14, 1202.04,    0.37,    0.81,  131.40,    0.00,    0.00,   23.50,   52.22,   61.56,   23.09,  438.60
23.07.2020 05:30:00,  992.16,   12.99,  286.78,    8.42,   73.74,   14.99,   11.05,    3.94,    6.96,   11.14, 1202.82,    0.25,    0.57,  247.60,    0.00,    0.00,   33.82,   72.73,   82.94,   23.14,  438.80
23.07.2020 05:40:00,  992.15,   13.11,  286.91,    8.52,   73.64,   15.11,   11.12,    3.98,    7.00,   11.21, 1202.27,    0.26,    0.66,   87.80,    0.00,    0.00,   45.03,   95.84,  104.12,   23.19,  440.10
23.07.2020 05:50:00,  992.11,   13.17,  286.97,    8.64,   73.97,   15.17,   11.22,    3.95,    7.06,   11.31, 1201.93,    0.37,    0.79,  162.40,    0.00,    0.00,   47.47,  104.61,  106.16,   23.24,  447.20
23.07.2020 06:00:00,  992.13,   13.01,  286.81,    8.64,   74.73,   15.01,   11.22,    3.79,    7.06,   11.30, 1202.62,    0.44,    0.80,  204.50,    0.00,    0.00,   52.76,  120.96,  132.27,   23.30,  453.90
23.07.2020 06:10:00,  992.08,   12.90,  286.70,    8.63,   75.20,   14.90,   11.20,    3.70,    7.06,   11.29, 1203.02,    0.30,    0.59,  196.40,    0.00,    0.00,   69.13,  157.19,  206.53,   23.33,  451.80
23.07.2020 06:20:00,  992.11,   13.28,  287.08,    8.66,   73.52,   15.28,   11.23,    4.04,    7.07,   11.32, 1201.46,    0.41,    0.70,  138.40,    0.00,    0.00,   82.48,  187.97,  288.09,   23.37,  451.00
23.07.2020 06:30:00,  992.05,   13.44,  287.24,    8.72,   73.07,   15.44,   11.28,    4.16,    7.10,   11.37, 1200.69,    0.34,    0.69,  193.80,    0.00,    0.00,  116.81,  253.82,  416.38,   23.42,  451.60
23.07.2020 06:40:00,  991.97,   14.13,  287.94,    8.84,   70.43,   16.14,   11.37,    4.77,    7.16,   11.46, 1197.67,    0.64,    0.92,  155.30,    0.00,    0.00,  223.83,  436.40,  475.95,   23.52,  452.30
23.07.2020 06:50:00,  991.96,   15.13,  288.95,    8.96,   66.56,   17.22,   11.46,    5.76,    7.22,   11.56, 1193.46,    0.41,    0.72,  119.70,    0.00,    0.00,  263.95,  508.56,  532.92,   23.76,  449.90
23.07.2020 07:00:00,  991.88,   15.68,  289.50,    9.06,   64.67,   17.84,   11.54,    6.30,    7.27,   11.63, 1191.05,    0.73,    1.81,   65.00,    0.00,    0.00,  244.74,  472.72,  534.34,   24.17,  444.10
23.07.2020 07:10:00,  991.83,   15.50,  289.33,    8.86,   64.57,   17.64,   11.39,    6.25,    7.17,   11.48, 1191.81,    1.61,    2.72,   55.61,    0.00,    0.00,  308.93,  590.53,  639.56,   24.66,  429.70
23.07.2020 07:20:00,  991.80,   15.70,  289.53,    9.05,   64.57,   17.86,   11.53,    6.33,    7.27,   11.63, 1190.88,    1.56,    2.81,   83.00,    0.00,    0.00,  346.95,  666.71,  691.44,   25.13,  434.00
23.07.2020 07:30:00,  991.77,   15.87,  289.70,    8.83,   62.90,   18.06,   11.36,    6.70,    7.16,   11.45, 1190.22,    1.35,    2.63,   54.10,    0.00,    0.00,  375.30,  723.49,  752.23,   25.62,  425.10
23.07.2020 07:40:00,  991.80,   16.14,  289.97,    8.77,   61.59,   18.37,   11.32,    7.06,    7.13,   11.41, 1189.17,    2.21,    3.70,   29.44,    0.00,    0.00,  403.85,  779.86,  804.21,   26.15,  422.40
23.07.2020 07:50:00,  991.82,   16.10,  289.93,    8.67,   61.34,   18.33,   11.24,    7.09,    7.08,   11.33, 1189.39,    2.40,    3.55,   16.78,    0.00,    0.00,  429.32,  827.45,  854.97,   26.64,  419.90
23.07.2020 08:00:00,  991.81,   16.32,  290.15,    8.76,   60.84,   18.59,   11.31,    7.28,    7.12,   11.40, 1188.44,    1.68,    3.16,   14.42,    0.00,    0.00,  453.00,  874.69,  895.22,   27.03,  419.40
23.07.2020 08:10:00,  991.82,   16.77,  290.60,    8.88,   59.61,   19.13,   11.40,    7.72,    7.18,   11.49, 1186.57,    1.65,    2.94,   32.08,    0.00,    0.00,  480.82,  933.44,  965.22,   27.44,  419.10
23.07.2020 08:20:00,  991.80,   17.04,  290.87,    8.95,   58.86,   19.46,   11.45,    8.00,    7.21,   11.55, 1185.42,    1.84,    3.55,   25.90,    0.00,    0.00,  508.62,  991.14, 1020.09,   27.93,  418.30
23.07.2020 08:30:00,  991.71,   17.10,  290.94,    8.84,   58.20,   19.53,   11.37,    8.16,    7.16,   11.46, 1185.10,    1.64,    3.68,   30.39,    0.00,    0.00,  532.53, 1037.50, 1060.67,   28.49,  417.60
23.07.2020 08:40:00,  991.67,   17.34,  291.19,    8.85,   57.39,   19.83,   11.38,    8.45,    7.17,   11.48, 1184.07,    2.37,    4.00,   46.52,    0.00,    0.00,  557.36, 1087.97, 1111.16,   29.03,  415.70
23.07.2020 08:50:00,  991.64,   17.36,  291.21,    8.82,   57.18,   19.85,   11.35,    8.50,    7.15,   11.45, 1183.96,    2.26,    4.06,   46.56,    0.00,    0.00,  582.90, 1137.54, 1162.38,   29.55,  414.90
23.07.2020 09:00:00,  991.61,   17.59,  291.44,    8.84,   56.44,   20.14,   11.37,    8.78,    7.16,   11.47, 1182.98,    2.17,    3.63,    5.34,    0.00,    0.00,  605.29, 1184.35, 1205.39,   29.97,  413.70
23.07.2020 09:10:00,  991.59,   17.85,  291.70,    8.56,   54.46,   20.48,   11.15,    9.33,    7.03,   11.25, 1182.00,    2.60,    4.33,   29.48,    0.00,    0.00,  628.00, 1229.88, 1246.65,   30.31,  412.10
23.07.2020 09:20:00,  991.52,   18.15,  292.01,    8.51,   53.28,   20.87,   11.12,    9.75,    7.00,   11.21, 1180.71,    2.05,    4.69,   57.89,    0.00,    0.00,  645.82, 1266.37, 1285.68,   30.60,  411.70
23.07.2020 09:30:00,  991.43,   18.57,  292.44,    8.42,   51.58,   21.42,   11.05,   10.37,    6.96,   11.15, 1178.94,    1.76,    3.59,   74.00,    0.00,    0.00,  666.51, 1311.40, 1333.49,   30.93,  410.90
23.07.2020 09:40:00,  991.43,   18.66,  292.53,    8.42,   51.28,   21.55,   11.05,   10.50,    6.96,   11.14, 1178.58,    2.05,    3.25,   64.31,    0.00,    0.00,  685.76, 1352.29, 1374.52,   31.34,  410.30
23.07.2020 09:50:00,  991.39,   19.07,  292.94,    8.09,   48.89,   22.10,   10.81,   11.30,    6.81,   10.90, 1176.98,    2.37,    4.90,   28.21,    0.00,    0.00,  706.22, 1393.74, 1421.35,   31.78,  408.50
23.07.2020 10:00:00,  991.32,   19.12,  293.00,    8.29,   49.39,   22.17,   10.95,   11.22,    6.90,   11.05, 1176.63,    1.98,    3.16,   45.24,    0.00,    0.00,  725.60, 1435.48, 1451.99,   32.14,  409.00
23.07.2020 10:10:00,  991.24,   19.29,  293.18,    8.26,   48.77,   22.41,   10.93,   11.48,    6.89,   11.03, 1175.86,    2.44,    3.83,   21.95,    0.00,    0.00,  742.89, 1471.07, 1486.24,   32.44,  408.60
23.07.2020 10:20:00,  991.21,   19.39,  293.28,    8.13,   48.06,   22.55,   10.84,   11.71,    6.83,   10.93, 1175.47,    1.95,    3.99,   67.88,    0.00,    0.00,  760.91, 1509.47, 1538.65,   32.68,  408.20
23.07.2020 10:30:00,  991.17,   19.83,  293.72,    8.08,   46.58,   23.17,   10.79,   12.38,    6.80,   10.89, 1173.67,    2.54,    3.88,   56.57,    0.00,    0.00,  788.16, 1566.28, 1585.09,   32.90,  407.30
23.07.2020 10:40:00,  991.11,   19.91,  293.81,    7.68,   45.12,   23.29,   10.51,   12.78,    6.62,   10.60, 1173.41,    1.96,    4.16,   48.87,    0.00,    0.00,  809.83, 1607.83, 1622.31,   33.17,  404.30
23.07.2020 10:50:00,  991.02,   20.22,  294.13,    7.76,   44.49,   23.74,   10.56,   13.18,    6.66,   10.66, 1172.04,    2.46,    4.64,   46.70,    0.00,    0.00,  820.10, 1626.89, 1644.78,   33.39,  404.40
23.07.2020 11:00:00,  990.96,   20.09,  294.00,    7.50,   44.05,   23.55,   10.37,   13.18,    6.54,   10.47, 1172.57,    2.69,    4.37,   90.30,    0.00,    0.00,  856.59, 1694.96, 1739.40,   33.58,  404.90
23.07.2020 11:10:00,  990.86,   20.47,  294.39,    7.53,   43.14,   24.11,   10.40,   13.71,    6.56,   10.50, 1170.92,    1.95,    3.69,  116.40,    0.00,    0.00,  879.06, 1743.15, 1784.60,   33.78,  404.80
23.07.2020 11:20:00,  990.81,   21.11,  295.04,    7.63,   41.74,   25.08,   10.47,   14.61,    6.60,   10.56, 1168.29,    2.11,    4.62,   50.14,    0.00,    0.00,  936.59, 1853.66, 1935.64,   34.07,  404.30
23.07.2020 11:30:00,  990.74,   21.10,  295.03,    7.72,   42.03,   25.06,   10.53,   14.53,    6.64,   10.63, 1168.22,    1.28,    2.21,   38.29,    0.00,    0.00,  850.00, 1682.87, 1943.61,   34.42,  404.20
23.07.2020 11:40:00,  990.66,   21.10,  295.04,    7.58,   41.62,   25.06,   10.43,   14.63,    6.58,   10.53, 1168.17,    2.58,    5.07,   14.46,    0.00,    0.00,  923.98, 1834.87, 1951.69,   34.74,  404.30
23.07.2020 11:50:00,  990.55,   21.28,  295.23,    7.49,   40.92,   25.34,   10.37,   14.97,    6.54,   10.47, 1167.35,    1.48,    3.44,  153.90,    0.00,    0.00,  908.79, 1811.61, 1854.00,   34.93,  404.30
23.07.2020 12:00:00,  990.40,   21.66,  295.62,    7.58,   40.22,   25.94,   10.43,   15.51,    6.58,   10.53, 1165.64,    2.61,    4.08,  193.90,    0.00,    0.00,  948.66, 1886.28, 1922.23,   35.11,  404.00
23.07.2020 12:10:00,  990.34,   22.10,  296.07,    7.56,   39.11,   26.64,   10.42,   16.22,    6.57,   10.52, 1163.84,    2.05,    3.90,  190.10,    0.00,    0.00,  866.78, 1715.72, 2068.96,   35.37,  403.70
23.07.2020 12:20:00,  990.31,   21.39,  295.36,    7.60,   40.95,   25.51,   10.45,   15.07,    6.59,   10.55, 1166.60,    3.10,    4.72,   33.37,    0.00,    0.00,  277.20,  588.52, 1976.08,   35.63,  403.40
23.07.2020 12:30:00,  990.26,   20.90,  294.87,    7.56,   42.09,   24.76,   10.42,   14.34,    6.57,   10.52, 1168.49,    2.99,    5.18,   25.51,    0.00,    0.00,  838.40, 1683.60, 1899.34,   35.63,  403.20
23.07.2020 12:40:00,  990.14,   21.44,  295.43,    7.45,   40.41,   25.59,   10.34,   15.25,    6.52,   10.44, 1166.24,    2.22,    4.05,   79.50,    0.00,    0.00,  547.92, 1118.16, 1890.26,   35.38,  403.40
23.07.2020 12:50:00,  990.03,   21.43,  295.43,    7.26,   39.91,   25.58,   10.21,   15.37,    6.44,   10.31, 1166.21,    2.33,    3.99,   76.55,    0.00,    0.00,  894.60, 1782.62, 1890.50,   35.19,  403.40
23.07.2020 13:00:00,  989.91,   22.03,  296.04,    7.28,   38.54,   26.53,   10.22,   16.31,    6.45,   10.33, 1163.69,    1.64,    3.96,   98.10,    0.00,    0.00,  808.20, 1614.98, 1932.68,   35.06,  403.70
23.07.2020 13:10:00,  989.84,   22.70,  296.72,    7.22,   36.84,   27.63,   10.18,   17.45,    6.42,   10.28, 1161.00,    1.32,    2.34,  179.50,    0.00,    0.00,  803.20, 1590.25, 1982.05,   35.14,  403.40
23.07.2020 13:20:00,  989.70,   23.17,  297.20,    7.27,   35.94,   28.43,   10.22,   18.21,    6.45,   10.32, 1158.97,    2.04,    4.60,   51.18,    0.00,    0.00,  897.51, 1783.43, 1929.41,   35.43,  403.20
23.07.2020 13:30:00,  989.57,   22.37,  296.41,    7.01,   37.06,   27.08,   10.04,   17.05,    6.33,   10.14, 1162.04,    2.76,    4.62,   38.32,    0.00,    0.00,  719.94, 1432.81, 1872.73,   35.80,  402.70
23.07.2020 13:40:00,  989.46,   22.27,  296.32,    7.07,   37.42,   26.92,   10.07,   16.85,    6.36,   10.18, 1162.29,    3.23,    4.80,   47.92,    0.00,    0.00,  629.55, 1258.81, 1924.65,   36.00,  402.70
23.07.2020 13:50:00,  989.41,   22.22,  296.27,    7.07,   37.55,   26.84,   10.08,   16.76,    6.36,   10.19, 1162.42,    2.89,    4.14,   56.63,    0.00,    0.00,  779.01, 1556.31, 1945.54,   36.02,  402.80
23.07.2020 14:00:00,  989.31,   22.57,  296.63,    7.11,   36.85,   27.42,   10.10,   17.31,    6.38,   10.21, 1160.92,    2.57,    4.97,   19.20,    0.00,    0.00,  440.74,  905.61, 1891.38,   35.98,  402.00
23.07.2020 14:10:00,  989.20,   22.15,  296.22,    6.84,   37.12,   26.72,    9.92,   16.80,    6.26,   10.03, 1162.52,    4.14,    5.46,   39.93,    0.00,    0.00,  246.57,  517.73,  581.33,   35.90,  402.50
23.07.2020 14:20:00,  989.15,   22.09,  296.16,    6.89,   37.37,   26.63,    9.95,   16.68,    6.28,   10.06, 1162.68,    3.63,    4.96,   45.59,    0.00,    0.00,  260.60,  537.41,  572.47,   35.58,  402.50
23.07.2020 14:30:00,  989.13,   22.18,  296.25,    7.05,   37.57,   26.77,   10.06,   16.71,    6.35,   10.17, 1162.26,    2.35,    3.92,   17.70,    0.00,    0.00,  268.41,  553.32,  662.92,   35.09,  402.10
23.07.2020 14:40:00,  989.08,   22.32,  296.40,    7.08,   37.33,   27.00,   10.08,   16.92,    6.36,   10.19, 1161.64,    2.11,    4.03,   11.58,    0.00,    0.00,  347.58,  711.39, 1771.91,   34.62,  402.30
23.07.2020 14:50:00,  989.03,   22.52,  296.60,    7.14,   37.04,   27.33,   10.12,   17.21,    6.39,   10.24, 1160.77,    2.04,    4.00,   20.66,    0.00,    0.00,  331.18,  670.60, 1792.07,   34.29,  402.50
23.07.2020 15:00:00,  989.00,   22.59,  296.68,    7.17,   36.97,   27.45,   10.15,   17.30,    6.41,   10.26, 1160.45,    1.93,    3.22,   18.54,    0.00,    0.00,  265.52,  551.33,  598.10,   34.12,  402.40
23.07.2020 15:10:00,  988.93,   22.63,  296.72,    7.16,   36.84,   27.52,   10.14,   17.38,    6.40,   10.25, 1160.22,    1.06,    2.43,    5.77,    0.00,    0.00,  307.86,  635.88, 1499.06,   34.02,  402.50
23.07.2020 15:20:00,  988.88,   23.06,  297.16,    7.31,   36.27,   28.24,   10.24,   18.00,    6.47,   10.36, 1158.43,    2.38,    4.24,   19.95,    0.00,    0.00,  604.28, 1198.52, 1794.64,   34.01,  402.30
23.07.2020 15:30:00,  988.85,   23.26,  297.36,    7.28,   35.75,   28.58,   10.22,   18.37,    6.45,   10.33, 1157.62,    0.94,    2.92,  355.00,    0.00,    0.00,  465.58,  930.00, 1582.93,   34.09,  402.60
23.07.2020 15:40:00,  988.80,   23.58,  297.69,    7.41,   35.39,   29.14,   10.31,   18.83,    6.51,   10.43, 1156.27,    2.82,    4.81,   30.54,    0.00,    0.00,  764.33, 1472.66, 1529.49,   34.26,  402.70
23.07.2020 15:50:00,  988.73,   23.54,  297.65,    7.50,   35.70,   29.07,   10.38,   18.69,    6.55,   10.50, 1156.32,    3.39,    7.00,   53.33,    0.00,    0.00,  571.07, 1111.29, 1497.25,   34.51,  402.40
23.07.2020 16:00:00,  988.68,   22.86,  296.98,    7.49,   37.17,   27.90,   10.37,   17.53,    6.55,   10.49, 1158.92,    3.19,    5.43,   53.38,    0.00,    0.00,  212.58,  461.77,  826.01,   34.76,  402.70
23.07.2020 16:10:00,  988.63,   22.70,  296.82,    7.50,   37.56,   27.63,   10.38,   17.25,    6.56,   10.50, 1159.48,    2.64,    4.61,   78.42,    0.00,    0.00,  324.74,  667.58, 1318.47,   34.80,  402.30
23.07.2020 16:20:00,  988.54,   23.07,  297.20,    7.70,   37.24,   28.26,   10.52,   17.74,    6.65,   10.65, 1157.86,    2.72,    4.19,   56.85,    0.00,    0.00,  369.01,  733.10, 1361.92,   34.70,  401.80
23.07.2020 16:30:00,  988.43,   22.87,  297.01,    7.60,   37.42,   27.92,   10.45,   17.47,    6.60,   10.57, 1158.55,    3.34,    4.96,   47.96,    0.00,    0.00,  189.41,  396.99,  918.29,   34.60,  402.20
23.07.2020 16:40:00,  988.39,   22.51,  296.65,    7.47,   37.90,   27.32,   10.35,   16.96,    6.54,   10.47, 1159.96,    3.78,    5.10,   32.21,    0.00,    0.00,  152.42,  323.48,  349.65,   34.41,  402.20
23.07.2020 16:50:00,  988.34,   22.35,  296.49,    7.45,   38.24,   27.05,   10.34,   16.71,    6.54,   10.47, 1160.53,    3.06,    4.90,   49.38,    0.00,    0.00,  187.40,  396.35,  991.20,   34.08,  402.80
23.07.2020 17:00:00,  988.25,   22.84,  296.99,    7.64,   37.59,   27.87,   10.48,   17.39,    6.62,   10.60, 1158.44,    3.14,    4.93,   55.61,    0.00,    0.00,  508.96,  975.83, 1022.19,   33.72,  402.20
23.07.2020 17:10:00,  988.25,   23.16,  297.31,    7.55,   36.64,   28.41,   10.41,   18.00,    6.58,   10.53, 1157.22,    3.76,    5.25,   47.77,    0.00,    0.00,  355.51,  669.11,  880.43,   33.55,  402.00
23.07.2020 17:20:00,  988.23,   22.90,  297.05,    7.73,   37.68,   27.97,   10.54,   17.43,    6.66,   10.66, 1158.16,    2.52,    5.41,   44.90,    0.00,    0.00,  234.35,  466.16,  744.38,   33.56,  402.20
23.07.2020 17:30:00,  988.15,   22.96,  297.12,    7.72,   37.54,   28.07,   10.54,   17.53,    6.66,   10.66, 1157.83,    4.41,    6.90,   40.94,    0.00,    0.00,  374.25,  720.19,  767.84,   33.56,  402.50
23.07.2020 17:40:00,  988.14,   22.96,  297.12,    7.77,   37.66,   28.07,   10.57,   17.50,    6.68,   10.70, 1157.80,    3.46,    5.22,   45.60,    0.00,    0.00,  331.96,  646.51,  671.20,   33.52,  402.60
23.07.2020 17:50:00,  988.11,   23.21,  297.38,    8.03,   37.77,   28.50,   10.76,   17.73,    6.80,   10.89, 1156.70,    2.59,    4.78,   50.41,    0.00,    0.00,  298.79,  583.72,  607.33,   33.49,  401.80
23.07.2020 18:00:00,  988.07,   23.05,  297.22,    7.78,   37.49,   28.22,   10.58,   17.64,    6.69,   10.71, 1157.36,    3.95,    5.31,   35.53,    0.00,    0.00,  269.91,  527.44,  553.88,   33.53,  401.20
23.07.2020 18:10:00,  988.02,   22.83,  297.00,    7.73,   37.84,   27.85,   10.54,   17.31,    6.66,   10.67, 1158.18,    3.65,    5.07,   29.83,    0.00,    0.00,  233.27,  452.66,  490.76,   33.52,  400.80
23.07.2020 18:20:00,  988.01,   22.75,  296.92,    7.79,   38.19,   27.72,   10.58,   17.13,    6.69,   10.71, 1158.46,    2.87,    4.97,   18.39,    0.00,    0.00,  189.91,  368.39,  398.75,   33.45,  400.80
23.07.2020 18:30:00,  988.00,   22.71,  296.88,    7.84,   38.42,   27.65,   10.62,   17.03,    6.71,   10.75, 1158.59,    2.42,    4.62,   16.08,    0.00,    0.00,  181.77,  349.53,  362.92,   33.35,  400.70
23.07.2020 18:40:00,  988.00,   22.79,  296.96,    7.82,   38.17,   27.78,   10.61,   17.18,    6.70,   10.73, 1158.29,    2.43,    3.47,   27.72,    0.00,    0.00,  144.11,  285.86,  338.75,   33.24,  400.80
23.07.2020 18:50:00,  987.97,   22.52,  296.70,    7.86,   38.92,   27.33,   10.64,   16.69,    6.72,   10.77, 1159.30,    1.69,    3.53,   31.22,    0.00,    0.00,   50.86,  127.99,  195.87,   33.09,  400.90
23.07.2020 19:00:00,  987.92,   22.01,  296.19,    8.00,   40.52,   26.50,   10.74,   15.76,    6.79,   10.87, 1161.20,    1.86,    3.41,   35.45,    0.00,    0.00,   45.95,  121.01,  121.74,   32.88,  401.40
